user_id,recency,frequency,monetary,avg_txn,last_city,fraud_txns,income_band,age,R_score,F_score,M_score,RFM_score,cluster,persona
U05352,3,42,134262.22,3196.7195238095237,Jaipur,1,high,51,5,3,4,12,3,At Risk
U05353,14,51,111907.06,2194.2560784313723,Ahmedabad,1,mid,26,3,5,4,12,3,At Risk
U05354,21,48,205588.82,4283.100416666667,Delhi,1,mid,34,2,5,5,12,2,Champions
U05355,27,39,108117.46,2772.2425641025643,Kolkata,1,low,45,2,2,4,8,1,Dormant
U05356,54,46,77307.06,1680.5882608695651,Mumbai,1,low,37,1,4,3,8,0,Occasional
U05357,6,41,66843.97,1630.340731707317,Bangalore,0,mid,42,4,3,3,10,3,At Risk
U05358,16,36,38317.37,1064.371388888889,Surat,0,high,52,3,1,1,5,1,Dormant
U05359,18,40,66291.69,1657.29225,Delhi,1,mid,39,2,2,3,7,1,Dormant
U05360,5,45,69836.5,1551.9222222222222,Bangalore,0,high,42,4,4,3,11,3,At Risk
U05361,12,40,30163.010000000002,754.0752500000001,Bangalore,0,high,34,3,2,1,6,1,Dormant
U05362,19,43,194954.09999999998,4533.816279069767,Ahmedabad,1,mid,29,2,3,5,10,4,Loyal Customers
U05363,10,45,53582.78,1190.7284444444444,Hyderabad,0,high,34,3,4,2,9,3,At Risk
U05364,23,43,76189.6,1771.8511627906978,Chennai,0,low,40,2,3,3,8,1,Dormant
U05365,20,38,81881.84,2154.785263157895,Chennai,1,high,49,2,2,3,7,1,Dormant
U05366,6,43,79377.45,1845.9872093023255,Mumbai,0,mid,41,4,3,3,10,3,At Risk
U05367,8,35,39273.5,1122.1,Mumbai,0,mid,31,4,1,1,6,1,Dormant
U05368,2,47,131544.80000000002,2798.825531914894,Mumbai,1,high,23,5,4,4,13,3,At Risk
U05369,5,45,170692.75,3793.1722222222224,Delhi,1,mid,27,4,4,5,13,2,Champions
U05370,21,46,52285.42,1136.6395652173912,Kolkata,0,mid,31,2,4,2,8,3,At Risk
U05371,11,57,113419.83,1989.8215789473684,Kolkata,1,high,32,3,5,4,12,3,At Risk
U05372,6,41,292003.67,7122.040731707317,Ahmedabad,2,low,42,4,3,5,12,2,Champions
U05373,9,48,170710.47,3556.468125,Bangalore,1,mid,51,4,5,5,14,2,Champions
U05374,14,42,55483.0,1321.0238095238096,Delhi,0,mid,51,3,3,2,8,1,Dormant
U05375,2,52,260936.51,5018.009807692308,Surat,2,mid,30,5,5,5,15,2,Champions
U05376,36,44,79428.03,1805.1825,Mumbai,1,low,29,1,3,3,7,0,Occasional
U05377,34,40,69447.76,1736.194,Pune,0,mid,52,1,2,3,6,0,Occasional
U05378,6,43,69224.6,1609.8744186046513,Ahmedabad,0,high,42,4,3,3,10,3,At Risk
U05379,1,45,50388.68,1119.7484444444444,Kolkata,0,high,23,5,4,2,11,3,At Risk
U05380,18,32,50977.6,1593.05,Delhi,0,mid,42,2,1,2,5,1,Dormant
U05381,39,47,126736.17000000001,2696.514255319149,Delhi,1,high,42,1,4,4,9,3,At Risk
U05382,14,46,65686.68,1427.971304347826,Ahmedabad,0,mid,40,3,4,3,10,3,At Risk
U05383,1,38,34296.06,902.5278947368421,Ahmedabad,0,high,24,5,2,1,8,1,Dormant
U05384,17,61,265140.49,4346.565409836066,Mumbai,2,mid,30,2,5,5,12,2,Champions
U05385,35,47,172210.67,3664.0568085106383,Ahmedabad,2,low,26,1,4,5,10,4,Loyal Customers
U05386,34,40,36670.27,916.7567499999999,Jaipur,0,high,28,1,2,1,4,0,Occasional
U05387,11,34,146922.21,4321.241470588235,Pune,1,low,37,3,1,4,8,4,Loyal Customers
U05388,4,40,245435.47,6135.88675,Pune,2,mid,44,5,2,5,12,2,Champions
U05389,35,44,197775.43999999997,4494.896363636363,Ahmedabad,1,mid,48,1,3,5,9,4,Loyal Customers
U05390,15,37,32035.96,865.8367567567567,Jaipur,0,mid,53,3,1,1,5,1,Dormant
U05391,30,36,40173.98,1115.943888888889,Surat,0,high,25,1,1,1,3,0,Occasional
U05392,49,39,34772.77,891.6094871794871,Bangalore,0,high,47,1,2,1,4,0,Occasional
U05393,15,40,70968.89,1774.22225,Delhi,1,low,27,3,2,3,8,1,Dormant
U05394,27,30,30904.96,1030.1653333333334,Mumbai,0,low,32,2,1,1,4,1,Dormant
U05395,22,33,66679.23,2020.5827272727272,Ahmedabad,0,low,36,2,1,3,6,1,Dormant
U05396,11,37,32389.03,875.3791891891891,Ahmedabad,0,low,23,3,1,1,5,1,Dormant
U05397,34,39,77785.31,1994.4951282051281,Chennai,0,low,52,1,2,3,6,0,Occasional
U05398,35,49,78248.65,1596.9112244897958,Kolkata,0,low,36,1,5,3,9,3,At Risk
U05399,51,37,116298.65000000001,3143.206756756757,Jaipur,1,high,30,1,1,4,6,0,Occasional
U05400,26,40,42803.82,1070.0955,Mumbai,0,mid,42,2,2,1,5,1,Dormant
U05401,11,50,347912.51,6958.2502,Bangalore,2,high,23,3,5,5,13,2,Champions
U05402,26,41,186537.75,4549.701219512195,Chennai,2,low,53,2,3,5,10,4,Loyal Customers
U05403,16,34,34088.54,1002.6041176470588,Jaipur,0,low,26,3,1,1,5,1,Dormant
U05404,22,38,44543.02,1172.1847368421052,Bangalore,0,low,24,2,2,1,5,1,Dormant
U05405,36,48,94795.12,1974.8983333333333,Hyderabad,1,low,53,1,5,3,9,3,At Risk
U05406,10,47,114786.94,2442.2753191489364,Kolkata,1,high,27,3,4,4,11,3,At Risk
U05407,18,36,161982.27000000002,4499.507500000001,Jaipur,1,low,54,2,1,4,7,4,Loyal Customers
U05408,4,44,143029.73,3250.675681818182,Chennai,1,low,35,5,3,4,12,3,At Risk
U05409,18,54,89051.55,1649.1027777777779,Bangalore,1,high,22,2,5,3,10,3,At Risk
U05410,36,31,25784.63,831.7622580645161,Hyderabad,0,mid,40,1,1,1,3,0,Occasional
U05411,6,42,193740.91,4612.87880952381,Ahmedabad,2,high,45,4,3,5,12,2,Champions
U05412,34,38,471404.79,12405.389210526315,Bangalore,4,low,32,1,2,5,8,2,Champions
U05413,46,33,135927.59,4119.0178787878785,Chennai,2,mid,38,1,1,4,6,0,Occasional
U05414,7,45,189953.5,4221.188888888889,Kolkata,2,mid,42,4,4,5,13,2,Champions
U05415,47,43,56011.35,1302.589534883721,Delhi,0,high,29,1,3,2,6,0,Occasional
U05416,21,36,258331.52000000002,7175.875555555556,Bangalore,2,low,50,2,1,5,8,4,Loyal Customers
U05417,12,47,45329.64,964.4604255319149,Bangalore,0,mid,54,3,4,1,8,3,At Risk
U05418,12,48,174460.13,3634.586041666667,Hyderabad,2,low,33,3,5,5,13,2,Champions
U05419,25,32,36111.56,1128.48625,Chennai,0,low,46,2,1,1,4,1,Dormant
U05420,42,42,303713.29,7231.268809523809,Jaipur,2,high,34,1,3,5,9,4,Loyal Customers
U05421,2,55,324576.71,5901.394727272727,Jaipur,2,high,35,5,5,5,15,2,Champions
U05422,4,38,45968.19,1209.689210526316,Hyderabad,0,mid,45,5,2,1,8,1,Dormant
U05423,26,54,59128.51,1094.9724074074074,Mumbai,0,high,36,2,5,2,9,3,At Risk
U05424,13,43,115040.48,2675.36,Bangalore,1,high,35,3,3,4,10,3,At Risk
U05425,25,44,203428.48,4623.374545454546,Delhi,1,low,41,2,3,5,10,4,Loyal Customers
U05426,12,42,78023.77,1857.7088095238096,Bangalore,1,mid,33,3,3,3,9,1,Dormant
U05427,7,46,98666.12,2144.915652173913,Pune,1,high,53,4,4,4,12,3,At Risk
U05428,9,58,152984.19,2637.658448275862,Delhi,2,mid,42,4,5,4,13,3,At Risk
U05429,13,36,207340.65,5759.4625,Hyderabad,1,mid,32,3,1,5,9,4,Loyal Customers
U05430,38,38,157022.66999999998,4132.175526315789,Kolkata,1,high,40,1,2,4,7,4,Loyal Customers
U05431,2,41,51009.91,1244.1441463414635,Mumbai,0,high,26,5,3,2,10,1,Dormant
U05432,4,41,55871.95,1362.730487804878,Delhi,0,low,22,5,3,2,10,1,Dormant
U05433,2,47,64128.689999999995,1364.4402127659573,Kolkata,0,low,25,5,4,3,12,3,At Risk
U05434,16,42,83044.23,1977.2435714285714,Hyderabad,1,mid,22,3,3,3,9,1,Dormant
U05435,11,41,59497.12,1451.149268292683,Jaipur,0,high,46,3,3,2,8,1,Dormant
U05436,17,47,166098.23,3534.0048936170215,Mumbai,1,low,32,2,4,5,11,2,Champions
U05437,15,36,36037.73,1001.0480555555556,Bangalore,0,low,45,3,1,1,5,1,Dormant
U05438,4,52,338092.02999999997,6501.769807692307,Ahmedabad,3,high,49,5,5,5,15,2,Champions
U05439,7,43,56984.22,1325.2144186046512,Hyderabad,0,mid,26,4,3,2,9,1,Dormant
U05440,8,43,48665.28,1131.7506976744187,Hyderabad,0,mid,23,4,3,2,9,1,Dormant
U05441,43,33,111475.77,3378.0536363636365,Ahmedabad,1,mid,29,1,1,4,6,0,Occasional
U05442,15,37,62630.57,1692.718108108108,Hyderabad,1,mid,38,3,1,2,6,1,Dormant
U05443,3,36,32686.02,907.945,Ahmedabad,0,high,29,5,1,1,7,1,Dormant
U05444,4,40,38621.92,965.548,Surat,0,low,52,5,2,1,8,1,Dormant
U05445,6,41,229787.80000000002,5604.580487804878,Ahmedabad,2,low,29,4,3,5,12,2,Champions
U05446,6,34,59545.95,1751.3514705882353,Surat,0,high,51,4,1,2,7,1,Dormant
U05447,21,44,55526.34,1261.9622727272726,Ahmedabad,0,mid,39,2,3,2,7,1,Dormant
U05448,12,47,67625.08,1438.831489361702,Surat,0,low,52,3,4,3,10,3,At Risk
U05449,9,35,43220.71,1234.8774285714285,Hyderabad,0,low,35,4,1,1,6,1,Dormant
U05450,6,46,180980.32,3934.3547826086956,Chennai,1,low,46,4,4,5,13,2,Champions
U05451,3,52,217622.15,4185.0413461538465,Kolkata,2,mid,53,5,5,5,15,2,Champions
U05452,13,38,45513.69,1197.7286842105264,Chennai,0,low,48,3,2,1,6,1,Dormant
U05453,6,43,159125.82,3700.6004651162793,Bangalore,2,high,24,4,3,4,11,4,Loyal Customers
U05454,4,33,40966.62,1241.4127272727274,Ahmedabad,0,high,39,5,1,1,7,1,Dormant
U05455,18,41,161994.63999999998,3951.0887804878043,Hyderabad,1,low,52,2,3,4,9,4,Loyal Customers
U05456,75,42,97529.3,2322.1261904761905,Jaipur,1,high,23,1,3,4,8,0,Occasional
U05457,14,37,67857.78,1833.994054054054,Hyderabad,1,low,34,3,1,3,7,1,Dormant
U05458,14,44,114303.78,2597.813181818182,Kolkata,1,high,22,3,3,4,10,3,At Risk
U05459,8,39,46846.92,1201.2030769230769,Jaipur,0,high,49,4,2,1,7,1,Dormant
U05460,12,31,49563.98,1598.8380645161292,Jaipur,0,high,36,3,1,2,6,1,Dormant
U05461,2,40,53630.66,1340.7665000000002,Mumbai,0,mid,40,5,2,2,9,1,Dormant
U05462,3,38,35225.909999999996,926.9976315789472,Ahmedabad,0,mid,45,5,2,1,8,1,Dormant
U05463,17,36,47285.15,1313.476388888889,Hyderabad,0,mid,32,2,1,1,4,1,Dormant
U05464,7,45,90169.92,2003.776,Jaipur,1,mid,31,4,4,3,11,3,At Risk
U05465,7,41,70148.48,1710.9385365853657,Hyderabad,0,low,48,4,3,3,10,3,At Risk
U05466,24,44,76790.12,1745.2299999999998,Chennai,0,mid,47,2,3,3,8,1,Dormant
U05467,4,36,52891.72,1469.2144444444446,Jaipur,0,mid,44,5,1,2,8,1,Dormant
U05468,19,35,135411.6,3868.902857142857,Ahmedabad,1,high,53,2,1,4,7,4,Loyal Customers
U05469,2,43,80392.66,1869.5967441860466,Kolkata,1,mid,48,5,3,3,11,3,At Risk
U05470,6,32,27756.8,867.4,Ahmedabad,0,high,27,4,1,1,6,1,Dormant
U05471,4,45,58886.39,1308.5864444444444,Kolkata,0,mid,30,5,4,2,11,3,At Risk
U05472,9,41,42858.08,1045.3190243902438,Chennai,0,mid,51,4,3,1,8,1,Dormant
U05473,12,51,66453.47,1303.0092156862745,Pune,0,low,32,3,5,3,11,3,At Risk
U05474,1,40,36746.43,918.66075,Mumbai,0,high,54,5,2,1,8,1,Dormant
U05475,20,33,70067.44,2123.255757575758,Ahmedabad,1,high,43,2,1,3,6,1,Dormant
U05476,27,36,34521.42,958.9283333333333,Ahmedabad,0,low,30,2,1,1,4,1,Dormant
U05477,19,49,199090.7,4063.075510204082,Pune,1,mid,27,2,5,5,12,2,Champions
U05478,25,41,84036.81,2049.678292682927,Kolkata,1,high,54,2,3,3,8,1,Dormant
U05479,5,40,98638.78,2465.9695,Mumbai,1,low,55,4,2,4,10,3,At Risk
U05480,7,51,142555.71,2795.21,Ahmedabad,1,mid,22,4,5,4,13,3,At Risk
U05481,2,41,121864.28,2972.299512195122,Surat,1,high,32,5,3,4,12,3,At Risk
U05482,23,47,164957.71,3509.7385106382976,Ahmedabad,2,mid,43,2,4,4,10,4,Loyal Customers
U05483,17,31,41864.37,1350.4635483870968,Hyderabad,0,high,42,2,1,1,4,1,Dormant
U05484,9,51,62698.88,1229.3898039215685,Surat,0,high,47,4,5,2,11,3,At Risk
U05485,48,41,39093.63,953.5031707317072,Hyderabad,0,high,36,1,3,1,5,0,Occasional
U05486,5,35,127131.37,3632.324857142857,Ahmedabad,1,high,48,4,1,4,9,4,Loyal Customers
U05487,15,54,154298.78,2857.384814814815,Pune,1,high,36,3,5,4,12,3,At Risk
U05488,3,51,95033.27,1863.3974509803923,Surat,0,high,31,5,5,4,14,3,At Risk
U05489,19,37,144622.39,3908.7132432432436,Bangalore,1,high,22,2,1,4,7,4,Loyal Customers
U05490,18,37,134798.13999999998,3643.1929729729727,Pune,2,low,53,2,1,4,7,4,Loyal Customers
U05491,66,33,129943.12,3937.670303030303,Chennai,1,low,41,1,1,4,6,0,Occasional
U05492,28,46,68627.47,1491.9015217391304,Delhi,0,low,41,2,4,3,9,3,At Risk
U05493,5,48,51652.67,1076.0972916666667,Pune,0,low,28,4,5,2,11,3,At Risk
U05494,4,42,165646.73,3943.969761904762,Kolkata,1,low,23,5,3,5,13,2,Champions
U05495,22,53,72354.98,1365.1883018867925,Ahmedabad,0,low,29,2,5,3,10,3,At Risk
U05496,13,43,50846.45,1182.4755813953489,Ahmedabad,0,low,26,3,3,2,8,1,Dormant
U05497,1,39,75256.48,1929.6533333333332,Bangalore,0,low,50,5,2,3,10,1,Dormant
U05498,10,50,256470.97999999998,5129.419599999999,Jaipur,2,high,44,3,5,5,13,2,Champions
U05499,31,36,321038.14,8917.726111111111,Ahmedabad,2,high,22,1,1,5,7,4,Loyal Customers
U05500,13,34,31708.13,932.5920588235294,Delhi,0,mid,41,3,1,1,5,1,Dormant
U05501,7,44,57060.439999999995,1296.8281818181817,Pune,0,low,45,4,3,2,9,3,At Risk
U05502,4,57,271528.48,4763.657543859649,Pune,2,high,49,5,5,5,15,2,Champions
U05503,11,39,45465.62,1165.7851282051283,Pune,0,high,52,3,2,1,6,1,Dormant
U05504,12,35,53645.47,1532.7277142857142,Ahmedabad,0,high,24,3,1,2,6,1,Dormant
U05505,5,37,66025.04,1784.4605405405405,Kolkata,0,mid,24,4,1,3,8,1,Dormant
U05506,9,40,43118.99,1077.9747499999999,Bangalore,0,low,44,4,2,1,7,1,Dormant
U05507,25,38,36856.11,969.8976315789474,Bangalore,0,mid,52,2,2,1,5,1,Dormant
U05508,9,41,54537.59,1330.1851219512193,Mumbai,0,mid,28,4,3,2,9,1,Dormant
U05509,14,49,122611.71,2502.2797959183677,Ahmedabad,1,high,44,3,5,4,12,3,At Risk
U05510,19,48,329281.41,6860.029374999999,Delhi,2,mid,23,2,5,5,12,2,Champions
U05511,14,43,53254.33,1238.4727906976746,Ahmedabad,0,low,53,3,3,2,8,1,Dormant
U05512,5,48,81303.76,1693.8283333333331,Delhi,0,high,38,4,5,3,12,3,At Risk
U05513,37,35,44275.59,1265.0168571428571,Pune,0,low,27,1,1,1,3,0,Occasional
U05514,24,49,50537.35,1031.3744897959184,Kolkata,0,mid,51,2,5,2,9,3,At Risk
U05515,26,43,63109.37,1467.6597674418606,Kolkata,0,high,37,2,3,3,8,1,Dormant
U05516,13,35,32744.72,935.5634285714286,Ahmedabad,0,mid,24,3,1,1,5,1,Dormant
U05517,12,45,47343.19,1052.070888888889,Chennai,0,low,50,3,4,1,8,1,Dormant
U05518,10,41,176537.83,4305.800731707317,Jaipur,1,low,48,3,3,5,11,4,Loyal Customers
U05519,37,27,26401.26,977.8244444444443,Delhi,0,high,30,1,1,1,3,0,Occasional
U05520,2,41,152901.65000000002,3729.3085365853663,Jaipur,2,mid,54,5,3,4,12,4,Loyal Customers
U05521,36,37,154436.79,4173.967297297298,Hyderabad,1,low,54,1,1,4,6,4,Loyal Customers
U05522,98,34,391371.91,11510.938529411764,Pune,3,high,39,1,1,5,7,4,Loyal Customers
U05523,33,41,54241.17,1322.9553658536586,Ahmedabad,0,high,46,1,3,2,6,0,Occasional
U05524,5,37,37567.17,1015.3289189189188,Hyderabad,0,high,38,4,1,1,6,1,Dormant
U05525,6,43,73194.31,1702.1932558139533,Mumbai,1,mid,55,4,3,3,10,3,At Risk
U05526,76,42,106324.12,2531.5266666666666,Bangalore,1,mid,50,1,3,4,8,0,Occasional
U05527,3,33,99366.49,3011.1057575757577,Surat,1,mid,24,5,1,4,10,1,Dormant
U05528,6,45,178140.48,3958.6773333333335,Jaipur,1,mid,43,4,4,5,13,2,Champions
U05529,7,38,65817.94,1732.051052631579,Pune,0,low,31,4,2,3,9,1,Dormant
U05530,10,42,105490.84,2511.6866666666665,Delhi,2,mid,52,3,3,4,10,3,At Risk
U05531,6,44,189564.61000000002,4308.2865909090915,Chennai,1,mid,22,4,3,5,12,2,Champions
U05532,8,53,59215.84,1117.28,Chennai,0,low,46,4,5,2,11,3,At Risk
U05533,2,37,201679.7,5450.802702702703,Kolkata,1,low,33,5,1,5,11,4,Loyal Customers
U05534,4,33,39000.729999999996,1181.840303030303,Bangalore,0,low,53,5,1,1,7,1,Dormant
U05535,16,43,62886.8,1462.4837209302327,Kolkata,0,low,29,3,3,3,9,1,Dormant
U05536,58,37,57715.49,1559.878108108108,Hyderabad,0,low,30,1,1,2,4,0,Occasional
U05537,20,44,61068.28,1387.9154545454546,Delhi,1,mid,23,2,3,2,7,1,Dormant
U05538,6,41,54242.44,1322.9863414634146,Bangalore,0,high,45,4,3,2,9,1,Dormant
U05539,23,51,133464.82,2616.957254901961,Chennai,1,high,23,2,5,4,11,3,At Risk
U05540,45,44,58613.94,1332.135,Kolkata,0,high,45,1,3,2,6,0,Occasional
U05541,23,50,54860.79,1097.2158,Pune,0,mid,28,2,5,2,9,3,At Risk
U05542,2,37,32062.149999999998,866.5445945945945,Bangalore,0,mid,24,5,2,1,8,1,Dormant
U05543,4,48,81555.86,1699.0804166666667,Mumbai,0,low,49,5,5,3,13,3,At Risk
U05544,105,43,49971.36,1162.1246511627908,Mumbai,0,mid,27,1,3,2,6,0,Occasional
U05545,4,49,379442.13999999996,7743.717142857142,Pune,3,mid,52,5,5,5,15,2,Champions
U05546,15,46,133440.93,2900.8897826086954,Hyderabad,1,low,37,3,4,4,11,3,At Risk
U05547,35,57,86802.70999999999,1522.8545614035086,Chennai,0,low,23,1,5,3,9,3,At Risk
U05548,3,34,36802.32,1082.4211764705883,Ahmedabad,0,high,33,5,1,1,7,1,Dormant
U05549,5,36,50146.79,1392.966388888889,Bangalore,0,high,50,4,1,2,7,1,Dormant
U05550,3,48,292879.81,6101.662708333333,Hyderabad,2,high,45,5,5,5,15,2,Champions
U05551,11,46,50643.86,1100.9534782608696,Chennai,0,low,52,3,4,2,9,3,At Risk
U05552,25,45,92043.92,2045.4204444444445,Pune,1,low,48,2,4,3,9,3,At Risk
U05553,21,37,45532.61,1230.611081081081,Delhi,0,low,24,2,2,1,5,1,Dormant
U05554,18,43,45805.43,1065.2425581395348,Delhi,0,mid,31,2,3,1,6,1,Dormant
U05555,32,45,137339.05,3051.978888888889,Hyderabad,1,low,47,1,4,4,9,4,Loyal Customers
U05556,13,34,50707.68,1491.4023529411766,Hyderabad,0,high,25,3,1,2,6,1,Dormant
U05557,11,38,228823.39,6021.668157894737,Kolkata,2,high,29,3,2,5,10,4,Loyal Customers
U05558,12,37,77094.97,2083.647837837838,Mumbai,0,low,55,3,2,3,8,1,Dormant
U05559,5,46,291668.67,6340.623260869565,Surat,2,mid,30,4,4,5,13,2,Champions
U05560,31,34,32903.36,967.7458823529412,Surat,0,low,52,1,1,1,3,0,Occasional
U05561,26,44,50160.49,1140.0111363636363,Hyderabad,0,mid,52,2,3,2,7,1,Dormant
U05562,5,44,54223.22,1232.3459090909091,Jaipur,0,low,35,4,3,2,9,3,At Risk
U05563,3,36,45009.950000000004,1250.276388888889,Kolkata,0,high,46,5,1,1,7,1,Dormant
U05564,51,42,54282.88,1292.4495238095237,Chennai,0,low,26,1,3,2,6,0,Occasional
U05565,40,41,58584.8,1428.8975609756098,Ahmedabad,0,low,54,1,3,2,6,0,Occasional
U05566,26,53,200948.77000000002,3791.4862264150947,Chennai,1,high,52,2,5,5,12,2,Champions
U05567,8,40,232674.76,5816.869000000001,Bangalore,2,low,32,4,2,5,11,4,Loyal Customers
U05568,20,39,61712.98,1582.3841025641027,Ahmedabad,0,low,45,2,2,2,6,1,Dormant
U05569,2,48,299172.87,6232.768125,Delhi,2,low,48,5,5,5,15,2,Champions
U05570,46,57,151769.77,2662.627543859649,Bangalore,1,mid,24,1,5,4,10,3,At Risk
U05571,31,49,375771.88,7668.813877551021,Delhi,3,low,23,1,5,5,11,2,Champions
U05572,17,41,136825.81,3337.2148780487805,Bangalore,1,mid,47,2,3,4,9,4,Loyal Customers
U05573,41,39,113124.09,2900.6176923076923,Hyderabad,1,high,36,1,2,4,7,0,Occasional
U05574,5,47,44611.28,949.1761702127659,Surat,0,high,52,4,4,1,9,3,At Risk
U05575,15,43,46679.85,1085.577906976744,Jaipur,0,high,48,3,3,1,7,1,Dormant
U05576,38,50,125174.51,2503.4901999999997,Mumbai,1,high,37,1,5,4,10,3,At Risk
U05577,8,49,141940.04,2896.735510204082,Surat,1,mid,40,4,5,4,13,3,At Risk
U05578,3,49,336079.55,6858.766326530612,Kolkata,2,high,49,5,5,5,15,2,Champions
U05579,3,34,46855.75,1378.110294117647,Ahmedabad,0,low,48,5,1,1,7,1,Dormant
U05580,4,42,48334.85,1150.8297619047619,Kolkata,0,high,27,5,3,1,9,1,Dormant
U05581,35,38,51952.97,1367.1834210526315,Mumbai,0,mid,24,1,2,2,5,0,Occasional
U05582,31,30,117616.15,3920.538333333333,Kolkata,1,mid,47,1,1,4,6,4,Loyal Customers
U05583,4,38,57113.88,1502.996842105263,Mumbai,0,mid,43,5,2,2,9,1,Dormant
U05584,1,39,282376.75,7240.429487179487,Hyderabad,2,mid,42,5,2,5,12,2,Champions
U05585,37,49,301796.11,6159.104285714286,Mumbai,3,mid,54,1,5,5,11,2,Champions
U05586,33,43,58667.439999999995,1364.3590697674417,Delhi,0,mid,30,1,3,2,6,0,Occasional
U05587,24,38,38981.51,1025.8292105263158,Ahmedabad,0,high,27,2,2,1,5,1,Dormant
U05588,19,51,171137.18999999997,3355.631176470588,Bangalore,1,high,43,2,5,5,12,2,Champions
U05589,42,49,77062.67,1572.7075510204081,Pune,0,mid,26,1,5,3,9,3,At Risk
U05590,8,39,103555.67,2655.2735897435896,Surat,1,mid,39,4,2,4,10,1,Dormant
U05591,8,45,64538.7,1434.1933333333332,Pune,0,low,54,4,4,3,11,3,At Risk
U05592,9,36,39923.37,1108.9825,Kolkata,0,low,42,4,1,1,6,1,Dormant
U05593,1,41,95431.66,2327.601463414634,Bangalore,1,mid,34,5,3,4,12,3,At Risk
U05594,11,38,133076.21,3502.005526315789,Surat,1,mid,34,3,2,4,9,4,Loyal Customers
U05595,6,40,125267.59,3131.68975,Surat,1,mid,48,4,2,4,10,4,Loyal Customers
U05596,1,42,50886.17,1211.5754761904761,Surat,0,high,49,5,3,2,10,3,At Risk
U05597,6,54,67423.68000000001,1248.5866666666668,Ahmedabad,0,high,30,4,5,3,12,3,At Risk
U05598,3,44,53941.24,1225.9372727272728,Kolkata,0,high,34,5,3,2,10,3,At Risk
U05599,24,40,34399.2,859.9799999999999,Ahmedabad,0,low,42,2,2,1,5,1,Dormant
U05600,32,46,130590.18000000001,2838.9169565217394,Ahmedabad,1,low,55,1,4,4,9,3,At Risk
U05601,19,34,41576.39,1222.835,Hyderabad,0,high,40,2,1,1,4,1,Dormant
U05602,16,43,54246.56,1261.5479069767441,Bangalore,0,high,35,3,3,2,8,1,Dormant
U05603,9,44,149703.63,3402.3552272727275,Kolkata,1,high,33,4,3,4,11,4,Loyal Customers
U05604,29,37,209286.35,5656.387837837838,Hyderabad,1,low,45,1,2,5,8,4,Loyal Customers
U05605,5,44,43101.21,979.5729545454545,Pune,0,high,52,4,3,1,8,1,Dormant
U05606,17,44,99455.53,2260.3529545454544,Chennai,1,high,51,2,3,4,9,3,At Risk
U05607,2,41,77980.64,1901.9668292682927,Mumbai,0,mid,31,5,3,3,11,3,At Risk
U05608,6,40,65657.43,1641.4357499999999,Jaipur,0,mid,26,4,2,3,9,1,Dormant
U05609,21,50,56788.26,1135.7652,Pune,0,high,46,2,5,2,9,3,At Risk
U05610,7,42,52960.99,1260.9759523809523,Kolkata,0,low,22,4,3,2,9,1,Dormant
U05611,39,47,54881.86,1167.6991489361703,Mumbai,0,mid,38,1,4,2,7,0,Occasional
U05612,26,30,54655.92,1821.864,Delhi,0,high,39,2,1,2,5,1,Dormant
U05613,11,53,268357.8,5063.354716981132,Delhi,2,low,48,3,5,5,13,2,Champions
U05614,60,35,63663.2,1818.9485714285713,Delhi,0,mid,25,1,1,3,5,0,Occasional
U05615,24,42,274967.4,6546.842857142858,Surat,2,mid,28,2,3,5,10,2,Champions
U05616,1,37,56194.09,1518.759189189189,Mumbai,0,mid,46,5,2,2,9,1,Dormant
U05617,1,42,60382.02,1437.6671428571428,Surat,0,low,30,5,3,2,10,3,At Risk
U05618,4,42,95048.8,2263.0666666666666,Mumbai,1,low,45,5,3,4,12,3,At Risk
U05619,8,45,57284.01,1272.978,Pune,0,mid,26,4,4,2,10,3,At Risk
U05620,13,35,116642.81,3332.651714285714,Pune,2,low,39,3,1,4,8,4,Loyal Customers
U05621,8,46,200305.14,4354.459565217391,Surat,1,low,49,4,4,5,13,2,Champions
U05622,1,39,161447.55,4139.680769230769,Chennai,2,low,25,5,2,4,11,4,Loyal Customers
U05623,1,46,89734.17,1950.7428260869565,Bangalore,1,high,43,5,4,3,12,3,At Risk
U05624,2,49,166901.24,3406.1477551020407,Bangalore,2,mid,40,5,5,5,15,2,Champions
U05625,7,54,97826.69,1811.6053703703703,Kolkata,1,low,36,4,5,4,13,3,At Risk
U05626,17,44,55117.17,1252.6629545454546,Hyderabad,0,high,39,2,3,2,7,1,Dormant
U05627,33,37,178759.51,4831.338108108108,Jaipur,1,low,37,1,2,5,8,4,Loyal Customers
U05628,1,45,143302.19999999998,3184.493333333333,Delhi,1,low,42,5,4,4,13,3,At Risk
U05629,20,49,336339.74,6864.076326530612,Ahmedabad,2,low,46,2,5,5,12,2,Champions
U05630,7,33,44817.840000000004,1358.1163636363638,Mumbai,0,low,23,4,1,1,6,1,Dormant
U05631,2,39,103526.62000000001,2654.528717948718,Kolkata,2,mid,39,5,2,4,11,3,At Risk
U05632,26,36,38362.89,1065.6358333333333,Mumbai,0,low,28,2,1,1,4,1,Dormant
U05633,2,47,65281.049999999996,1388.9585106382979,Ahmedabad,0,low,36,5,4,3,12,3,At Risk
U05634,64,50,106621.7,2132.4339999999997,Hyderabad,1,low,32,1,5,4,10,0,Occasional
U05635,16,54,470820.04000000004,8718.88962962963,Delhi,4,low,39,3,5,5,13,2,Champions
